rainfall_24h_mm,rainfall_7d_mm,slope_deg,landslide
62.49,113.4,7.75,0
12.33,279.58,11.09,0
47.22,67.09,12.47,0
6.38,61.71,32.49,0
57.87,149.51,51.97,1
20.76,252.0,29.76,1
31.05,80.78,33.06,0
39.49,70.35,21.2,0
13.09,80.21,15.61,0
19.37,104.35,30.22,0
109.72,231.31,25.95,1
29.29,188.12,13.21,1
41.19,231.53,24.97,1
41.7,83.94,22.02,0
88.82,107.1,18.3,0
65.22,184.35,15.27,1
13.78,62.81,27.49,0
96.52,175.81,15.89,1
120.96,215.95,55.0,1
13.7,96.77,29.2,0
27.8,55.83,27.76,0
33.57,160.2,19.88,0
28.69,351.14,17.35,1
58.08,166.94,5.82,1
31.21,383.06,13.77,0
23.74,43.29,6.84,0
59.98,126.27,6.77,0
4.54,297.5,10.01,0
43.6,108.62,42.4,0
53.32,185.48,42.29,1
92.4,202.74,13.98,1
38.91,131.83,8.26,0
6.94,198.54,16.88,0
40.71,153.5,32.3,1
6.34,178.77,37.7,0
49.26,346.5,24.77,1
81.73,276.76,27.3,1
34.97,89.99,25.81,0
31.24,425.7,7.2,1
64.19,219.93,8.83,1
47.94,146.55,53.14,1
60.84,109.21,24.7,0
150.53,267.7,4.78,1
25.06,94.81,28.23,1
51.66,91.6,12.08,0
97.63,149.29,39.38,1
98.66,133.6,37.08,1
55.28,78.94,31.31,0
30.22,119.52,24.54,1
60.28,164.69,44.66,0
61.18,204.6,47.16,1
68.56,467.05,12.29,1
14.59,167.63,31.12,0
118.84,198.82,15.38,1
97.87,184.7,11.15,1
35.83,163.4,47.14,0
91.44,144.98,33.93,1
33.92,202.38,25.71,0
106.37,198.05,13.07,1
40.48,225.64,47.9,1
17.57,137.87,11.97,0
137.41,235.68,10.25,1
66.66,282.17,22.06,1
32.21,70.47,32.3,0
112.37,251.96,17.9,1
60.75,328.14,55.0,1
29.05,152.57,24.31,1
113.31,222.36,15.34,1
68.35,256.18,16.43,1
48.85,128.49,55.0,1
38.51,132.98,20.85,1
16.96,65.44,46.24,0
2.49,79.08,6.6,0
63.68,225.47,39.82,1
13.84,109.85,13.48,0
16.95,78.7,34.39,0
33.48,254.45,13.41,0
34.14,238.31,17.16,0
19.06,380.58,10.93,0
63.64,130.49,34.76,0
7.47,210.67,37.83,0
62.74,222.01,13.76,1
30.49,158.34,7.87,0
18.2,295.36,45.87,1
8.29,147.26,14.82,0
43.58,114.46,20.2,1
12.81,102.9,12.22,0
11.02,47.57,32.9,0
96.91,253.08,33.36,1
9.95,284.63,50.07,1
7.31,147.22,40.47,0
59.22,187.25,38.93,1
46.27,230.97,21.32,1
23.55,191.43,19.79,0
15.96,240.13,32.64,1
20.19,132.57,20.62,1
24.11,171.72,41.24,1
54.41,163.13,11.72,1
44.37,92.14,6.5,0
27.8,83.14,30.51,1
27.55,101.68,16.0,0
61.16,107.76,10.57,1
18.14,143.57,55.0,1
7.98,199.79,22.51,0
89.83,170.07,8.99,1
27.83,59.34,14.83,0
128.2,197.4,18.79,1
24.66,121.12,30.15,0
36.93,220.9,14.88,0
16.82,135.17,20.39,0
44.92,163.1,26.23,1
28.11,179.83,29.08,1
30.94,231.85,21.28,1
40.07,308.77,55.0,1
25.13,105.57,33.1,0
43.84,156.23,32.07,0
20.46,100.79,31.41,1
42.15,189.24,41.41,1
6.41,37.71,25.22,0
9.95,320.25,11.59,1
16.57,173.15,28.29,1
12.13,154.5,30.35,0
13.11,83.57,45.0,0
52.03,140.63,10.83,1
28.74,75.39,12.63,0
25.13,92.98,22.94,0
44.15,245.07,31.92,1
46.68,83.14,9.53,0
22.78,369.78,11.03,0
74.75,298.47,36.24,1
30.09,170.68,9.8,0
55.64,120.21,12.74,0
20.43,193.0,37.52,1
42.87,205.82,31.66,1
59.42,138.81,14.98,1
54.61,209.11,29.62,1
51.04,147.26,26.46,1
19.57,48.91,20.79,0
11.6,60.58,17.63,0
10.3,229.39,28.96,1
24.15,110.35,10.39,0
22.72,95.41,28.77,1
47.25,172.33,25.06,1
35.84,57.95,26.11,0
10.6,127.38,12.38,0
66.95,197.0,45.62,1
41.13,210.88,15.01,1
18.42,74.15,16.51,0
21.28,99.71,20.3,0
89.39,217.58,31.62,1
12.13,71.5,25.66,0
92.62,227.31,7.67,1
28.15,153.0,22.32,0
29.71,50.38,23.42,0
44.33,242.57,46.24,1
7.76,68.25,18.6,0
41.0,159.73,30.08,1
58.59,371.44,55.0,1
23.61,88.74,41.92,0
33.64,185.98,11.94,1
130.1,487.97,33.99,1
63.15,229.18,28.84,1
15.43,238.16,18.23,1
22.41,73.92,34.21,1
27.45,294.94,11.83,1
65.99,95.82,15.2,0
15.38,174.7,20.43,0
54.71,170.39,17.72,1
54.97,149.47,32.17,1
35.29,119.34,21.96,1
67.55,235.86,16.65,1
16.82,87.38,41.53,0
77.16,164.23,31.49,1
6.06,166.07,8.74,0
15.3,232.87,8.62,0
6.23,114.04,16.73,0
17.7,291.44,9.49,0
55.69,185.24,37.92,1
45.75,167.77,15.65,1
40.73,503.11,30.06,1
17.45,163.78,33.73,1
33.2,365.38,5.86,1
77.7,517.73,16.1,1
18.12,71.04,19.88,0
18.88,88.67,26.31,0
19.59,54.51,36.75,0
39.12,214.82,55.0,1
52.17,229.45,52.92,1
60.96,141.73,21.81,1
27.39,46.81,21.66,0
25.34,176.06,49.91,1
21.56,59.08,22.51,0
49.83,152.33,15.87,1
8.08,189.63,38.26,1
30.41,157.85,27.04,1
30.56,247.05,8.53,0
55.52,154.26,18.7,1
10.7,82.73,9.69,0
58.62,121.42,3.41,1
47.63,226.29,55.0,1
110.97,221.63,24.21,1
97.17,166.72,19.12,1
73.93,220.31,16.65,1
4.3,36.75,22.76,0
11.77,132.62,16.52,0
67.74,205.59,12.08,1
29.82,179.34,17.12,0
97.06,371.83,47.25,1
35.95,131.23,37.78,1
54.15,193.26,17.13,1
51.41,204.46,55.0,1
35.23,146.74,21.65,0
68.53,117.28,13.86,1
57.22,246.16,27.73,1
12.88,32.04,51.35,1
135.95,187.02,46.03,1
11.78,105.3,14.29,0
18.81,69.75,10.54,0
53.5,174.08,18.09,0
46.57,275.61,30.37,1
60.64,399.85,35.03,1
29.04,141.87,42.49,1
49.08,194.81,24.98,1
19.96,140.13,25.45,0
35.94,144.85,24.46,0
89.31,198.63,39.49,1
11.72,314.95,35.38,1
71.47,94.76,13.97,1
30.75,229.31,33.0,1
16.34,80.93,38.1,0
17.39,117.52,39.78,1
30.03,79.23,27.06,0
73.76,120.01,26.23,1
48.86,266.04,22.21,1
10.77,85.44,23.57,0
68.95,186.65,55.0,1
61.2,218.55,24.03,1
6.15,280.38,14.68,0
15.66,63.14,27.38,0
79.05,363.86,34.65,1
35.38,171.2,38.88,0
68.66,200.83,11.99,1
2.9,97.55,49.01,0
1.52,86.94,33.94,0
56.19,89.89,47.51,0
21.67,260.99,9.24,1
58.46,102.99,40.61,1
69.29,147.53,11.62,1
22.02,239.57,19.37,1
32.85,140.52,34.55,0
27.35,80.68,10.89,0
21.71,212.44,16.44,0
41.76,127.68,9.13,0
64.43,141.85,34.04,1
18.95,64.88,13.83,0
18.86,100.88,23.15,1
22.19,115.18,28.87,1
53.56,208.91,27.21,1
68.96,137.56,25.83,0
26.97,270.41,25.8,1
4.62,225.69,9.54,0
13.88,234.93,20.0,0
25.66,155.48,25.67,0
16.81,200.08,24.1,1
10.68,184.02,21.38,0
36.66,243.79,15.01,1
158.26,376.94,26.88,1
14.77,192.6,29.72,1
42.05,222.11,17.78,1
51.71,222.05,39.02,1
54.73,235.01,49.57,1
33.64,156.18,23.41,1
11.24,90.04,14.17,0
64.15,118.99,10.81,1
7.27,52.81,19.2,0
30.99,89.38,22.43,0
28.54,239.6,10.43,0
12.19,276.16,18.85,0
22.19,197.39,37.91,1
53.42,190.97,5.18,0
30.98,64.63,24.26,1
8.76,118.4,16.38,0
58.87,134.82,22.83,1
108.84,184.78,51.01,1
10.12,137.38,22.22,0
33.04,207.53,20.4,1
33.99,153.49,32.85,1
9.86,384.57,27.08,1
80.87,215.92,24.32,1
34.56,64.31,27.63,0
65.69,370.19,43.55,1
44.0,159.45,36.59,1
78.83,341.82,19.58,1
43.54,88.2,49.55,1
24.27,92.43,16.99,0
50.54,108.29,24.26,1
17.23,225.04,25.85,1
54.13,292.67,19.04,1
14.75,176.18,46.68,1
32.15,173.65,18.48,1
27.38,59.38,21.22,1
41.29,114.38,39.51,0
87.67,167.99,17.37,1
21.55,59.94,10.15,0
62.8,174.68,24.66,1
80.6,244.48,12.17,1
61.47,256.43,11.32,1
41.06,211.77,5.27,1
39.53,137.9,5.82,1
20.43,104.64,6.16,0
7.42,109.67,53.08,1
35.53,145.49,6.14,1
85.39,141.36,11.98,1
93.51,180.77,21.43,1
9.18,86.63,32.05,0
91.6,375.11,33.87,1
52.24,257.1,14.17,0
48.06,210.92,24.01,1
84.96,147.9,21.07,1
69.04,251.57,23.24,1
14.52,85.97,25.02,0
18.45,202.19,28.82,0
6.44,106.71,16.2,1
46.51,272.24,42.55,1
16.17,59.6,55.0,1
23.55,202.08,18.57,0
78.17,315.29,55.0,1
51.09,154.89,16.8,1
52.07,151.19,24.25,1
134.18,252.64,21.18,1
0.79,162.6,23.72,0
17.0,98.93,40.07,0
27.25,101.2,20.48,0
18.02,325.94,11.01,1
65.31,161.37,16.02,1
29.9,144.08,20.51,0
13.08,102.04,25.47,0
43.59,213.1,14.21,0
49.11,126.5,15.19,1
14.14,122.62,26.0,0
31.08,242.84,26.5,1
49.95,245.76,37.04,1
81.2,176.1,15.9,1
19.72,140.1,30.38,0
53.99,119.16,21.2,0
22.35,142.63,17.29,1
37.78,378.67,21.6,1
15.35,203.47,23.34,0
52.82,117.64,10.25,1
72.02,110.96,10.78,0
32.17,98.1,32.66,1
29.02,79.63,18.3,0
26.87,135.9,25.58,0
11.69,233.94,32.14,1
60.4,170.25,21.68,1
79.79,157.84,30.69,1
18.76,115.03,23.43,0
41.7,201.22,24.05,1
51.79,183.21,41.84,1
22.03,89.02,20.35,0
93.25,282.01,32.87,1
42.27,100.55,9.05,1
9.17,135.1,25.07,0
74.68,162.64,47.53,1
33.17,137.23,55.0,1
25.29,85.35,9.37,0
57.22,178.44,18.25,1
22.66,78.25,12.35,0
89.33,173.27,20.82,1
76.48,176.61,35.77,1
97.63,165.45,42.64,1
129.31,374.27,43.38,1
51.22,135.0,8.8,0
35.6,131.5,23.06,1
21.91,140.54,15.71,1
54.83,99.93,20.13,1
126.98,159.96,17.05,1
11.77,112.0,9.11,0
44.94,82.24,42.86,1
9.03,151.67,14.3,0
8.64,155.31,15.88,0
81.59,224.2,47.68,1
72.84,253.33,8.03,1
20.95,120.9,28.59,0
13.88,262.87,38.47,1
100.2,234.57,45.67,1
14.86,252.5,27.52,1
10.81,186.53,33.19,0
15.32,117.45,38.46,0
48.4,182.18,21.01,0
141.21,300.04,13.07,1
22.2,53.64,49.61,1
80.89,126.47,31.28,1
39.2,315.46,23.04,1
4.67,162.6,9.44,0
22.79,230.96,4.45,1
73.4,172.53,28.28,1
70.7,310.99,4.22,1
20.07,122.96,22.9,0
60.18,217.34,14.71,1
32.63,292.18,17.03,1
47.05,215.83,43.63,1
84.0,142.65,14.8,1
20.78,128.21,23.56,1
26.27,163.3,14.85,0
85.07,248.51,26.84,1
131.56,355.84,24.76,1
67.2,231.43,22.91,1
44.93,155.41,38.54,1
66.77,163.25,8.05,1
22.68,122.43,6.59,0
37.51,122.27,10.6,0
8.54,90.73,24.83,0
23.12,228.73,29.4,0
49.2,174.93,2.33,0
41.71,127.58,29.19,1
3.0,119.71,54.2,0
29.64,119.24,18.51,0
41.07,75.6,50.29,1
42.27,207.69,28.02,1
10.58,223.67,47.18,1
61.0,253.02,42.47,1
119.42,304.78,18.52,1
66.24,122.21,35.86,1
37.53,277.16,18.5,1
101.82,181.62,53.66,1
22.74,72.58,19.55,1
55.49,77.15,30.18,1
34.51,169.72,55.0,1
102.58,345.59,30.91,1
15.9,239.8,17.37,0
15.87,134.99,9.8,0
86.4,288.45,8.1,1
52.65,400.27,29.11,1
91.21,184.31,21.6,1
17.33,171.1,10.73,1
20.31,266.01,33.77,1
46.19,97.2,33.52,1
8.93,63.16,21.38,0
43.84,311.8,48.3,1
25.93,231.22,7.06,1
34.35,109.51,17.77,0
60.74,120.93,30.82,1
62.97,118.31,11.57,1
115.45,248.13,35.61,1
77.59,153.71,41.35,1
4.85,82.01,3.26,0
17.13,72.65,49.18,0
18.48,140.01,29.79,1
72.18,123.16,16.53,1
104.56,271.73,8.6,1
12.07,240.0,38.22,1
73.46,209.64,10.36,1
37.58,242.32,29.76,1
33.58,140.97,10.65,0
22.43,91.86,22.6,1
29.97,123.67,37.29,0
44.0,82.78,16.66,0
24.71,104.52,48.99,0
50.76,154.98,31.22,1
33.7,152.16,11.59,0
30.81,239.19,9.08,1
57.81,308.7,13.73,1
47.16,180.08,21.98,1
3.22,61.82,51.52,1
52.36,110.55,55.0,1
45.23,125.96,16.27,0
81.01,153.15,15.96,1
46.58,181.25,34.13,1
28.63,89.38,33.98,1
21.7,276.11,44.78,1
7.32,197.2,45.43,0
37.17,249.89,13.12,0
18.67,97.02,7.85,0
89.44,150.17,31.47,1
38.42,113.9,25.6,0
14.24,137.98,5.13,0
5.26,121.19,7.71,0
7.78,247.67,30.62,1
49.25,314.09,20.85,1
96.44,224.18,31.02,1
56.85,102.41,11.07,0
34.27,131.84,32.28,0
133.28,570.96,27.43,1
65.81,113.22,33.61,1
46.9,184.78,17.0,1
28.0,103.18,14.8,0
99.81,427.03,8.59,1
30.22,175.39,18.76,0
18.61,94.27,40.38,0
35.42,124.11,46.54,0
41.07,70.83,10.42,0
69.84,206.49,21.97,1
18.22,157.34,51.94,1
21.33,68.27,55.0,1
22.33,188.23,18.3,1
33.98,296.8,42.35,0
14.52,68.81,38.44,0
88.7,252.44,36.71,1
7.88,174.0,6.93,0
101.76,229.92,15.67,1
65.05,198.31,20.58,1
17.22,103.81,20.23,1
31.84,60.71,21.83,0
19.8,163.02,55.0,1
65.84,254.07,18.68,1
94.69,158.17,28.16,1
214.76,290.96,27.59,1
54.26,124.69,21.99,1
8.12,157.51,10.88,0
16.03,153.39,23.74,0
52.31,118.53,5.05,1
32.94,147.04,29.76,0
64.41,180.81,4.38,0
47.52,192.23,28.27,0
17.46,110.04,15.15,0
28.9,247.29,11.91,1
66.62,212.44,34.43,1
49.53,265.78,17.38,1
64.92,208.59,23.03,1
11.22,162.28,7.11,0
18.58,59.43,48.43,0
84.35,221.59,24.36,1
11.68,124.16,24.33,0
62.21,291.28,43.06,1
10.37,221.26,30.13,1
40.59,283.21,2.89,1
25.55,102.94,51.1,1
17.23,134.76,18.27,0
43.09,298.72,49.44,1
81.53,157.63,17.88,1
20.91,250.84,15.44,1
4.02,219.84,28.98,0
33.7,148.9,55.0,1
17.07,309.07,42.33,1
67.59,288.66,30.81,1
25.48,76.89,28.72,0
21.6,288.61,23.62,1
27.87,143.26,48.22,1
81.5,230.73,34.92,1
51.36,201.04,8.46,1
14.84,185.73,11.96,0
11.21,269.94,31.41,1
100.8,248.86,10.59,1
21.15,131.74,24.28,0
83.19,148.04,36.56,1
32.62,122.0,29.09,1
18.84,231.46,9.47,0
20.16,258.74,12.41,1
33.86,129.73,29.62,1
3.78,193.76,55.0,1
19.4,104.03,21.35,0
126.02,160.0,37.26,1
151.3,197.27,29.24,1
21.22,244.8,15.05,0
59.89,95.24,37.5,1
50.33,231.1,6.94,1
12.83,154.27,35.99,0
60.62,291.94,30.26,1
27.35,159.79,15.98,0
39.32,200.21,11.24,1
69.43,208.8,16.89,0
28.89,179.17,14.32,0
28.63,148.65,19.31,0
55.94,218.61,18.0,1
84.9,187.47,15.97,1
53.67,258.0,6.73,0
29.78,160.81,10.16,0
78.76,274.44,40.82,1
48.83,125.87,16.27,0
97.59,194.77,19.54,1
115.56,162.29,17.4,1
53.03,204.93,48.83,1
92.9,240.82,14.1,1
94.81,182.88,13.45,1
35.35,158.95,30.65,1
94.79,158.71,25.39,1
40.73,256.51,31.13,1
64.84,276.65,30.03,1
37.67,157.74,38.04,1
9.34,116.78,9.29,0
138.2,178.64,29.01,1
63.0,255.54,13.51,1
67.03,138.71,5.25,0
43.82,245.6,29.91,1
94.33,140.06,28.94,1
34.71,96.93,22.49,0
36.56,90.27,38.41,1
15.01,84.66,13.58,0
47.3,439.86,32.69,1
91.05,202.76,20.6,1
35.06,211.24,21.56,1
13.1,73.43,5.88,1
78.25,155.59,38.63,1
56.33,366.83,28.3,1
127.41,241.65,31.99,1
20.2,154.59,12.38,1
63.17,220.73,26.46,1
12.55,301.06,20.58,1
38.5,57.34,29.15,0
44.38,267.79,25.76,1
8.27,257.23,54.03,1
86.51,253.41,45.04,1
70.66,172.77,19.19,1
56.33,201.12,29.89,1
13.38,70.88,18.23,0
21.98,51.86,37.85,0
76.54,211.6,21.1,0
38.2,50.33,16.72,0
32.44,118.97,26.25,1
92.83,156.03,43.14,1
43.15,144.83,39.46,1
14.54,121.32,17.32,0
75.87,128.18,51.45,1
12.77,174.58,12.87,0
38.46,278.86,15.49,1
47.86,105.27,36.97,1
64.91,119.7,5.28,1
10.01,126.68,23.07,0
2.98,33.61,19.14,0
3.15,121.5,53.09,0
100.93,324.17,11.38,1
8.3,63.36,12.23,0
118.87,396.8,55.0,1
81.67,174.18,19.27,1
17.07,118.03,42.23,1
4.65,86.04,17.44,0
40.78,228.71,15.09,0
25.06,153.2,43.37,1
93.9,189.76,55.0,1
47.49,118.62,45.19,1
38.81,179.6,16.76,0
32.58,282.56,22.48,1
64.78,166.01,12.59,1
36.06,162.08,14.0,0
134.99,176.05,13.55,1
7.97,133.04,17.7,0
29.82,425.36,24.61,1
58.25,108.88,23.02,1
52.79,200.58,34.07,1
134.74,219.36,25.35,1
20.53,59.45,32.29,0
1.25,93.2,35.15,0
77.29,422.01,16.95,1
45.82,192.19,20.84,1
77.77,214.91,55.0,1
50.9,105.06,16.1,1
2.39,215.02,33.32,0
53.33,313.19,9.74,1
20.39,274.57,35.71,1
29.84,234.25,14.49,0
35.1,101.87,23.5,0
12.76,69.35,8.64,0
19.77,47.35,22.14,0
67.99,128.76,22.41,1
67.92,211.33,20.38,1
6.95,67.13,29.31,0
46.2,264.73,41.37,1
73.36,311.33,12.19,1
42.68,273.02,20.68,1
48.25,81.79,9.08,0
7.58,144.9,6.3,0
91.43,219.4,25.17,1
13.94,240.69,11.58,0
28.56,68.39,22.89,0
73.84,200.85,25.75,1
114.06,153.16,7.15,1
30.57,238.56,28.0,1
157.59,174.81,40.28,1
43.86,384.24,31.63,1
40.11,203.69,12.38,0
15.99,132.39,22.05,0
29.08,106.84,23.51,0
46.84,279.51,20.91,1
58.81,99.35,9.41,0
56.82,73.83,13.69,0
26.54,184.88,19.83,1
100.31,211.51,25.54,1
41.15,184.4,16.03,0
39.08,170.23,5.76,0
14.94,186.71,16.65,0
63.24,180.0,53.98,1
37.34,128.98,28.11,1
30.91,150.08,25.12,0
10.67,198.69,13.55,0
11.15,207.01,17.13,0
50.61,197.76,5.44,0
110.54,132.68,12.97,1
32.91,170.34,27.31,1
32.73,68.08,25.23,0
63.81,265.39,15.1,1
89.15,275.27,20.9,1
24.47,88.83,23.03,1
15.17,183.57,15.61,1
36.54,160.92,29.03,1
56.23,129.15,24.97,1
3.17,169.67,17.51,0
27.47,298.83,9.85,1
33.64,122.9,16.74,0
30.14,178.42,16.06,1
9.62,70.91,15.08,0
27.56,105.15,7.37,0
34.09,154.29,46.22,1
17.6,88.28,44.98,0
47.1,114.66,20.46,0
70.7,125.69,25.47,1
72.52,309.86,28.75,1
21.63,211.91,20.65,0
55.44,173.45,26.51,1
52.07,250.15,31.05,1
127.39,334.72,24.44,1
55.65,162.13,34.11,1
58.13,117.21,14.76,0
80.91,229.97,22.04,1
12.24,250.93,55.0,1
40.32,221.4,38.52,1
115.26,379.92,24.76,1
116.87,322.62,12.21,1
27.55,389.93,22.7,1
113.15,267.64,37.11,1
31.02,130.18,32.98,1
48.38,236.87,6.13,0
8.02,252.35,7.57,0
97.17,235.3,7.83,1
29.78,238.15,29.0,1
9.96,102.62,7.9,0
34.76,239.92,11.87,1
2.07,459.83,20.21,0
61.83,155.07,40.51,1
85.12,228.72,29.78,1
15.62,190.08,18.8,0
15.08,129.5,34.65,0
58.64,155.81,55.0,1
63.87,191.11,22.82,1
22.52,248.55,9.46,1
17.68,59.49,12.14,0
74.9,143.88,12.06,1
8.93,121.26,13.88,0
26.29,238.01,18.01,1
17.26,143.89,25.97,0
57.99,140.52,8.48,0
18.55,298.41,9.61,1
81.96,223.14,30.9,1
25.45,121.48,16.11,0
50.66,223.56,12.91,1
18.87,186.96,19.25,0
43.76,187.18,44.38,1
21.08,100.42,33.28,0
14.28,223.65,32.02,1
63.6,371.02,52.86,1
18.39,175.64,26.67,0
18.7,65.08,55.0,1
40.91,434.58,55.0,1
46.45,218.5,8.67,1
13.77,77.46,7.05,1
54.65,257.94,11.55,0
19.79,259.11,41.98,1
10.54,140.19,19.49,0
29.38,65.47,18.06,0
29.01,176.61,35.17,1
51.4,113.8,15.61,0
130.59,305.87,24.74,1
40.36,121.87,30.89,1
56.66,220.47,12.25,1
7.77,105.97,10.47,0
84.65,236.32,22.74,1
33.4,240.03,24.45,1
11.47,221.41,33.67,0
82.43,156.94,11.36,1
34.56,140.27,14.15,0
73.27,182.02,55.0,1
140.12,286.25,38.04,1
8.74,257.6,20.58,1
19.06,135.89,41.42,1
64.33,229.69,11.39,1
36.43,149.79,19.19,1
2.4,84.24,1.99,0
26.78,70.82,24.33,1
30.47,125.03,17.9,0
34.59,90.75,18.28,0
18.44,76.79,32.73,0
99.69,253.16,38.34,1
7.78,171.99,16.76,1
48.68,264.03,9.01,1
22.74,53.94,7.74,0
21.33,216.31,5.02,0
90.76,106.27,52.37,1
29.15,111.32,32.8,0
48.89,162.49,28.85,0
67.45,149.31,15.44,1
37.76,161.98,15.38,0
91.63,232.09,39.03,1
10.3,22.82,7.08,0
51.13,218.37,17.21,1
131.53,221.86,42.16,1
47.97,238.8,17.19,1
5.9,200.81,31.86,1
52.47,185.26,21.08,1
102.47,312.26,2.6,1
27.07,96.85,20.55,0
26.79,109.78,23.01,0
62.47,92.91,19.61,1
54.5,225.22,10.13,0
38.85,164.46,19.74,0
19.66,132.46,5.28,1
24.64,133.0,17.08,0
14.74,113.43,33.31,1
5.15,63.81,50.79,0
84.7,135.25,46.19,1
64.93,373.57,11.19,1
60.35,221.8,7.99,1
59.53,170.38,24.33,1
31.27,133.57,22.14,1
27.93,178.91,30.55,1
11.59,245.38,14.64,1
68.88,203.54,22.54,1
184.59,558.46,21.83,1
50.81,225.35,17.44,1
76.03,166.65,6.71,1
76.24,126.03,33.03,1
107.08,334.06,24.43,1
17.4,81.89,34.33,1
7.94,199.24,39.02,1
43.41,196.29,20.71,1
33.65,75.95,33.15,0
174.16,322.98,51.45,1
14.96,180.73,55.0,0
130.21,229.8,26.17,1
33.92,129.69,27.36,0
13.3,116.62,25.92,0
114.13,337.87,29.93,1
17.65,110.17,38.07,1
76.36,108.92,25.6,1
44.39,170.39,55.0,1
129.89,159.26,54.16,1
88.2,234.34,22.97,1
33.21,94.17,22.89,1
114.54,221.89,16.64,1
55.6,117.28,30.86,1
39.68,308.35,18.39,1
43.65,195.82,16.16,1
78.5,137.8,30.48,1
31.84,165.9,10.78,1
24.82,76.64,38.44,1
20.05,126.4,31.18,1
50.29,283.89,52.6,1
21.35,175.18,26.45,1
79.32,143.6,33.94,1
31.21,76.74,3.62,0
58.84,225.36,36.45,1
91.73,388.65,44.16,1
109.25,219.49,24.76,1
46.44,273.46,16.56,1
4.31,159.75,26.81,1
4.67,169.72,38.42,0
77.82,128.7,41.28,1
16.52,122.36,6.76,0
30.03,140.64,55.0,1
86.11,108.2,16.21,1
25.1,102.69,34.27,1
11.63,95.12,46.94,1
30.85,94.18,21.73,0
67.45,170.72,42.19,1
24.68,210.53,6.71,1
60.86,249.98,4.9,1
12.01,262.72,43.06,1
19.51,224.4,40.15,1
31.22,171.62,28.76,1
94.14,349.35,38.49,1
27.44,115.23,54.98,1
24.15,141.5,47.76,1
24.23,334.19,22.5,0
60.81,146.83,26.66,1
72.21,90.47,20.24,0
91.26,137.61,18.69,1
143.92,253.58,36.33,1
50.54,113.44,20.11,0
21.61,64.57,36.29,0
34.87,226.81,21.71,1
17.33,172.98,23.65,1
43.8,67.23,13.51,0
20.1,234.66,35.75,1
90.88,447.63,6.41,1
47.64,124.29,43.97,1
111.35,268.81,55.0,1
70.38,128.16,24.13,1
65.87,195.93,23.5,1
11.53,172.05,8.1,0
60.73,170.76,16.86,0
141.86,211.07,38.72,1
28.13,113.5,41.82,0
81.45,109.78,25.95,1
8.37,129.73,37.44,0
15.03,297.34,13.68,1
36.84,83.04,29.5,0
24.49,274.12,50.28,0
19.83,117.63,32.82,1
24.59,52.41,54.51,0
55.98,249.41,55.0,1
82.14,204.57,30.6,1
59.46,113.88,1.39,0
61.97,133.7,41.34,1
38.11,120.61,10.06,1
14.63,121.02,2.88,0
35.78,165.57,5.71,1
44.66,177.32,42.97,1
84.7,266.97,30.74,1
123.35,242.93,26.37,1
52.6,196.95,32.44,0
78.74,201.29,6.0,1
3.25,438.82,20.19,1
30.79,42.13,15.21,0
37.97,85.64,25.18,0
58.36,115.89,25.71,1
125.33,241.8,31.65,1
50.3,173.3,34.42,0
7.19,106.32,6.25,0
62.5,220.54,20.36,1
28.95,200.44,23.21,0
58.19,163.91,9.86,1
66.22,250.32,9.14,1
6.62,102.63,5.74,0
36.41,175.59,8.24,1
37.49,54.04,37.32,0
49.84,156.61,7.08,1
21.23,209.64,8.02,0
16.25,30.31,24.56,0
123.95,241.23,29.43,1
46.13,101.61,22.77,1
17.87,151.41,11.25,1
25.08,123.92,9.29,0
127.81,270.28,24.16,1
96.11,165.38,21.28,1
22.79,126.21,18.07,0
14.84,68.3,36.39,0
15.91,98.44,20.44,1
89.17,216.32,8.71,1
27.37,59.13,18.14,0
9.47,116.07,31.37,0
25.75,72.02,19.68,0
49.44,143.9,31.05,1
35.89,77.34,34.61,0
97.25,428.32,20.48,1
49.9,237.78,22.71,1
55.09,153.59,18.92,1
75.43,323.96,31.44,1
72.64,143.47,18.56,1
25.64,243.34,29.69,1
15.1,159.39,25.96,1
46.95,119.86,5.68,0
42.18,203.01,30.63,1
50.18,243.29,24.56,1
53.36,162.46,44.95,1
117.66,297.49,10.19,1
31.72,202.35,26.21,1
54.94,189.73,16.94,1
15.04,56.33,6.21,0
19.8,151.4,4.8,0
40.17,52.99,50.03,1
17.29,124.51,26.26,0
63.37,217.71,20.06,1
56.69,113.53,7.61,1
23.06,205.96,48.38,1
33.6,113.52,14.21,1
89.8,147.64,26.99,1
46.54,213.88,23.99,1
164.85,417.12,55.0,1
33.62,155.96,22.38,1
36.81,278.56,16.27,1
40.17,113.12,26.49,0
8.22,71.74,28.18,0
35.48,244.22,55.0,1
34.51,189.41,22.15,0
67.55,112.22,9.95,0
92.33,357.67,18.08,1
31.34,138.6,26.46,0
4.28,117.41,29.31,0
45.02,331.61,7.08,1
17.1,262.79,16.74,0
48.07,282.84,55.0,1
47.14,120.25,12.41,1
21.56,156.09,36.87,1
45.31,195.57,18.46,1
9.81,69.78,22.94,0
50.31,96.07,7.77,1
72.1,175.04,19.58,1
58.54,240.28,26.27,1
26.14,40.76,22.32,0
68.35,187.05,20.34,1
62.9,113.04,31.54,1
64.96,256.74,9.27,1
100.01,237.98,26.99,1
53.88,103.31,4.48,0
15.52,209.58,42.7,1
18.1,155.52,20.76,0
53.91,151.79,35.48,1
35.04,368.54,2.15,1
